INTERSECTION_NAME,INTERSECTION_X,INTERSECTION_Y,GRAPH_NODE_COUNT,MAX_GRAPH_DEGREE,BRANCH_COUNT,DIRECTION_GROUP_COUNT,DETECTION_METHOD,MANUAL_EDIT,geometry_wkt
Intersection 87,482544.53286316985,7514345.160763467,3.0,4.0,31.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.83004 -22.477546, 116.829875 -22.477393, 116.829983 -22.477202, 116.83029 -22.476828, 116.830304 -22.476814, 116.830421 -22.476706, 116.83044 -22.476706, 116.830538 -22.476814, 116.830664 -22.476977, 116.830663 -22.477194, 116.830585 -22.477401, 116.83004 -22.477546))"
Intersection 89,482422.96364689013,7514212.334173,3.0,3.0,31.0,5.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((116.829088 -22.478919, 116.829057 -22.478908, 116.828941 -22.4788, 116.828815 -22.478276, 116.828815 -22.478059, 116.829132 -22.477947, 116.829447 -22.478105, 116.829559 -22.478262, 116.82914 -22.478877, 116.829106 -22.478909, 116.829088 -22.478919))"
Intersection 90,512412.2761309458,7510759.375703549,25.0,3.0,31.0,5.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((117.120649 -22.51009, 117.12045 -22.510019, 117.120232 -22.50967, 117.120231 -22.509453, 117.120546 -22.509245, 117.120716 -22.509141, 117.121085 -22.509407, 117.121165 -22.509489, 117.121209 -22.509652, 117.120649 -22.51009))"
Intersection 91,481899.8145411908,7511885.598282047,5.0,3.0,30.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.824248 -22.499835, 116.824178 -22.499823, 116.824027 -22.499766, 116.823602 -22.499423, 116.823554 -22.499378, 116.823595 -22.499193, 116.824138 -22.498999, 116.824337 -22.499051, 116.824343 -22.49967, 116.824248 -22.499835))"
Intersection 93,481774.440423293,7511904.645867453,6.0,4.0,29.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.822581 -22.499603, 116.822436 -22.499512, 116.822339 -22.499422, 116.822414 -22.499237, 116.822888 -22.498886, 116.823088 -22.498818, 116.823282 -22.498953, 116.823287 -22.498958, 116.823199 -22.499138, 116.822795 -22.499513, 116.822679 -22.499603, 116.822581 -22.499603))"
Intersection 94,482114.15464714554,7514090.434099041,4.0,4.0,29.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.825931 -22.479822, 116.825732 -22.479774, 116.825687 -22.4797, 116.826156 -22.479037, 116.82619 -22.479005, 116.826202 -22.478993, 116.826238 -22.479005, 116.826355 -22.479113, 116.826515 -22.479461, 116.826305 -22.479746, 116.825931 -22.479822))"
Intersection 96,515874.21271764894,7509614.515918531,34.0,4.0,28.0,5.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((117.154152 -22.520148, 117.153998 -22.520143, 117.153908 -22.520053, 117.153908 -22.520012, 117.154054 -22.519786, 117.154495 -22.519669, 117.154721 -22.519722, 117.15479 -22.519949, 117.154712 -22.520039, 117.154385 -22.520147, 117.154152 -22.520148))"
Intersection 98,482116.461914297,7513831.48220663,3.0,3.0,28.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.825923 -22.482131, 116.825737 -22.481604, 116.825846 -22.481444, 116.82593 -22.481427, 116.826151 -22.481496, 116.82656 -22.481792, 116.826575 -22.481806, 116.826691 -22.481914, 116.826691 -22.481934, 116.826575 -22.482023, 116.826157 -22.482131, 116.825923 -22.482131))"
Intersection 99,482289.57353613107,7513970.84480062,3.0,3.0,28.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.828027 -22.48088, 116.8275 -22.480804, 116.827383 -22.480785, 116.827383 -22.480695, 116.827466 -22.480574, 116.827807 -22.480122, 116.827872 -22.480062, 116.828037 -22.480215, 116.828245 -22.480806, 116.828245 -22.480807, 116.828027 -22.48088))"
Intersection 100,482322.37171585654,7514398.009940481,3.0,3.0,28.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.827878 -22.477069, 116.827679 -22.476993, 116.827679 -22.476992, 116.827714 -22.476915, 116.827811 -22.47678, 116.828152 -22.476328, 116.8282 -22.476283, 116.828223 -22.476262, 116.82856 -22.47651, 116.828602 -22.476549, 116.828594 -22.476631, 116.828387 -22.476854, 116.828178 -22.47695, 116.827878 -22.477069))"
Intersection 102,482752.4374855546,7513126.03777897,2.0,3.0,28.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.832448 -22.488624, 116.831831 -22.488275, 116.831808 -22.488254, 116.831914 -22.48809, 116.832464 -22.487761, 116.832663 -22.487803, 116.832663 -22.487838, 116.832613 -22.488528, 116.832497 -22.488624, 116.832448 -22.488624))"
Intersection 103,482788.312267334,7513230.968225476,2.0,3.0,28.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.832752 -22.48771, 116.832587 -22.487557, 116.832198 -22.487079, 116.832304 -22.486916, 116.832353 -22.486916, 116.832974 -22.487017, 116.833139 -22.487171, 116.832823 -22.487644, 116.832752 -22.48771))"
Intersection 104,482832.5875727499,7513694.285937887,3.0,3.0,28.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.832676 -22.483339, 116.832677 -22.483122, 116.833068 -22.482741, 116.833267 -22.482703, 116.833529 -22.482942, 116.833529 -22.483159, 116.833106 -22.483321, 116.832989 -22.483339, 116.832676 -22.483339))"
Intersection 105,486801.4626031961,7513130.491820464,2.0,3.0,28.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.871369 -22.488434, 116.871312 -22.48796, 116.871432 -22.48781, 116.871477 -22.487807, 116.871709 -22.487933, 116.872146 -22.488204, 116.872195 -22.488249, 116.872126 -22.488434, 116.871369 -22.488434))"
Intersection 106,515084.82366891555,7510091.704269336,2.0,3.0,28.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((117.146599 -22.516091, 117.146417 -22.515999, 117.14634 -22.515386, 117.146435 -22.515213, 117.146484 -22.515213, 117.147105 -22.515438, 117.147105 -22.515655, 117.146599 -22.516091))"
Intersection 107,481679.7404124397,7512476.732282437,13.0,3.0,27.0,5.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((116.822184 -22.494349, 116.822039 -22.494304, 116.821396 -22.494077, 116.821396 -22.49386, 116.821991 -22.493816, 116.822127 -22.493816, 116.822253 -22.493936, 116.822295 -22.494095, 116.822301 -22.494196, 116.822301 -22.494241, 116.822207 -22.494349, 116.822184 -22.494349))"
Intersection 108,483535.20312578726,7513054.835808609,3.0,3.0,27.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.840225 -22.489128, 116.839918 -22.489096, 116.839719 -22.489065, 116.839466 -22.488947, 116.839414 -22.488762, 116.839462 -22.488717, 116.839545 -22.488685, 116.839801 -22.488624, 116.840274 -22.48855, 116.840313 -22.48855, 116.840356 -22.488735, 116.840264 -22.489128, 116.840225 -22.489128))"
Intersection 109,499994.08159194223,7510947.463352637,4.0,4.0,26.0,5.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((117.000202 -22.5083, 116.99976 -22.508126, 116.99956 -22.508015, 116.999467 -22.507819, 116.999562 -22.507646, 116.999611 -22.507646, 117.00034 -22.507872, 117.000423 -22.507904, 117.000455 -22.507934, 117.000354 -22.508081, 117.000202 -22.5083))"
Intersection 113,515302.9656242737,7510028.735482367,1.0,3.0,26.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((117.149111 -22.516557, 117.148965 -22.516512, 117.148445 -22.5163, 117.148347 -22.516255, 117.148299 -22.51621, 117.148358 -22.516024, 117.148916 -22.515843, 117.148964 -22.515843, 117.14908 -22.515998, 117.149193 -22.516372, 117.149162 -22.516557, 117.149111 -22.516557))"
Intersection 114,514484.57709441095,7510173.084057072,3.0,4.0,25.0,5.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((117.140728 -22.515146, 117.140398 -22.514893, 117.140387 -22.51483, 117.140387 -22.514785, 117.140398 -22.514676, 117.140504 -22.514676, 117.141264 -22.514721, 117.141264 -22.514938, 117.141196 -22.51506, 117.141153 -22.515079, 117.140979 -22.515141, 117.140961 -22.515146, 117.140728 -22.515146))"
Intersection 115,512731.7542607995,7510759.222414452,1.0,4.0,25.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((117.123707 -22.510008, 117.12334 -22.509758, 117.12334 -22.509541, 117.123706 -22.5092, 117.12394 -22.5092, 117.124212 -22.509495, 117.124246 -22.50968, 117.12394 -22.510008, 117.123707 -22.510008))"
Intersection 116,481873.3538420078,7511078.029011885,2.0,3.0,25.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.823967 -22.507089, 116.823262 -22.506772, 116.823263 -22.506555, 116.823934 -22.506317, 116.824133 -22.506384, 116.824133 -22.506394, 116.824084 -22.506981, 116.823974 -22.507089, 116.823967 -22.507089))"
Intersection 120,481536.0595138156,7512710.769976392,2.0,3.0,23.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.82068 -22.49227, 116.820277 -22.492238, 116.820078 -22.492205, 116.820078 -22.492161, 116.820112 -22.492084, 116.820502 -22.491452, 116.820535 -22.491421, 116.820701 -22.491529, 116.820816 -22.492089, 116.820729 -22.49227, 116.82068 -22.49227))"
Intersection 129,483499.1121748822,7513353.512808045,1.0,3.0,21.0,5.0,CENTERLINE_GRAPH,,"POLYGON ((116.839936 -22.486373, 116.839693 -22.486327, 116.839495 -22.48627, 116.839402 -22.486237, 116.839319 -22.486205, 116.839205 -22.486101, 116.839139 -22.486038, 116.83914 -22.485992, 116.839205 -22.485884, 116.839256 -22.485884, 116.840022 -22.486156, 116.840022 -22.486373, 116.839936 -22.486373))"
Intersection 131,482553.34681585425,7511696.097126011,9.0,4.0,20.0,5.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((116.830391 -22.501269, 116.829979 -22.501223, 116.829847 -22.500982, 116.82985 -22.500976, 116.83078 -22.500962, 116.8308 -22.500962, 116.830863 -22.501147, 116.830814 -22.501193, 116.830731 -22.501224, 116.830586 -22.501269, 116.830391 -22.501269))"
Intersection 150,485608.5137512904,7513364.1239284985,25.0,3.0,56.0,4.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((116.859719 -22.486346, 116.859603 -22.486237, 116.859603 -22.486057, 116.859652 -22.485921, 116.859697 -22.485813, 116.860352 -22.485768, 116.860449 -22.485768, 116.860532 -22.4858, 116.86058 -22.485845, 116.8605 -22.486347, 116.859719 -22.486346))"
Intersection 155,483881.99070901034,7513146.504544761,8.0,3.0,45.0,4.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((116.843302 -22.488512, 116.843254 -22.488467, 116.84306 -22.488196, 116.843026 -22.488119, 116.843012 -22.48788, 116.843012 -22.487817, 116.843026 -22.487758, 116.84306 -22.487681, 116.843158 -22.487591, 116.84324 -22.487559, 116.843289 -22.487559, 116.843371 -22.487591, 116.843386 -22.487605, 116.843551 -22.487758, 116.843599 -22.487984, 116.843599 -22.48812, 116.843502 -22.488442, 116.843302 -22.488512))"
Intersection 156,502230.6877760291,7510238.9342746865,16.0,3.0,40.0,4.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((117.021698 -22.514831, 117.021274 -22.514547, 117.021274 -22.51433, 117.021275 -22.514087, 117.021359 -22.514014, 117.021489 -22.513968, 117.021829 -22.513923, 117.021946 -22.513923, 117.022107 -22.51442, 117.022108 -22.514637, 117.021897 -22.51477, 117.021698 -22.514831))"
Intersection 158,483436.76858913817,7513313.882150845,13.0,3.0,39.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.838963 -22.486914, 116.838608 -22.486733, 116.838608 -22.486516, 116.838799 -22.486026, 116.838998 -22.486006, 116.839033 -22.486027, 116.839428 -22.486587, 116.839275 -22.486802, 116.839192 -22.486882, 116.839175 -22.486898, 116.839148 -22.486914, 116.838963 -22.486914))"
Intersection 161,482076.90931523906,7513436.488207246,9.0,4.0,38.0,4.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((116.825362 -22.48568, 116.825359 -22.485274, 116.825359 -22.485057, 116.825599 -22.485057, 116.825939 -22.485102, 116.826133 -22.485148, 116.826216 -22.48518, 116.826251 -22.485212, 116.826152 -22.485572, 116.826115 -22.485681, 116.825362 -22.48568))"
Intersection 164,484217.90755532286,7513382.813291478,3.0,4.0,37.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.84679 -22.486199, 116.846143 -22.486108, 116.846125 -22.485923, 116.846287 -22.485575, 116.846791 -22.48553, 116.846808 -22.48553, 116.847002 -22.485982, 116.847001 -22.486199, 116.84679 -22.486199))"
Intersection 166,484984.5219622449,7513054.888733486,3.0,3.0,37.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.854058 -22.489233, 116.853738 -22.489186, 116.853621 -22.489092, 116.853607 -22.488883, 116.854011 -22.488434, 116.85421 -22.488369, 116.854215 -22.488374, 116.854341 -22.488491, 116.854341 -22.488807, 116.854292 -22.489234, 116.854058 -22.489233))"
Intersection 167,486590.61137775605,7513250.525388581,5.0,3.0,37.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.869679 -22.487571, 116.869488 -22.487393, 116.869406 -22.487271, 116.869372 -22.487194, 116.869258 -22.486862, 116.869275 -22.486788, 116.869343 -22.486679, 116.869392 -22.486679, 116.869781 -22.48686, 116.870009 -22.486983, 116.870057 -22.487028, 116.870022 -22.487213, 116.869844 -22.487417, 116.869679 -22.487571))"
Intersection 168,483822.4237602415,7513101.426301575,8.0,3.0,36.0,4.0,CENTERLINE_GRAPH+MANUAL_MOVE,MOVE,"POLYGON ((116.842753 -22.48886, 116.842588 -22.488706, 116.842401 -22.488222, 116.842328 -22.488016, 116.842474 -22.487971, 116.842627 -22.488017, 116.843161 -22.488526, 116.843161 -22.488571, 116.843062 -22.488679, 116.842918 -22.488783, 116.842801 -22.48886, 116.842753 -22.48886))"
Intersection 173,512547.9468216773,7511697.667135294,4.0,3.0,34.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((117.122081 -22.501506, 117.121677 -22.501448, 117.121609 -22.500843, 117.121609 -22.500797, 117.121797 -22.500711, 117.122129 -22.500856, 117.122441 -22.501005, 117.122441 -22.501221, 117.12228 -22.501469, 117.122081 -22.501506))"
Intersection 174,481437.1476039878,7514774.993066479,3.0,3.0,33.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.819275 -22.473665, 116.819227 -22.473053, 116.819227 -22.473008, 116.81926 -22.472899, 116.819344 -22.472899, 116.819879 -22.473081, 116.820003 -22.473126, 116.82001 -22.473158, 116.820003 -22.473343, 116.819509 -22.473665, 116.819275 -22.473665))"
Intersection 175,480004.22212749236,7514839.508212241,4.0,3.0,33.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.805465 -22.47312, 116.805458 -22.473113, 116.805424 -22.473037, 116.805265 -22.472436, 116.805301 -22.472251, 116.805348 -22.472251, 116.80543 -22.472283, 116.805527 -22.472328, 116.806062 -22.472599, 116.80611 -22.472645, 116.806043 -22.47283, 116.805658 -22.473037, 116.805465 -22.47312))"
Intersection 176,484358.92715928087,7518326.763764206,2.0,3.0,33.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.847549 -22.441536, 116.847549 -22.441418, 116.847938 -22.440831, 116.848128 -22.440746, 116.848137 -22.440754, 116.84838 -22.441297, 116.848414 -22.441373, 116.848414 -22.44144, 116.847782 -22.441536, 116.847549 -22.441536))"
Intersection 178,483034.98727455636,7512984.830628638,2.0,4.0,32.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.8347 -22.489755, 116.834615 -22.489647, 116.834615 -22.489602, 116.834656 -22.489413, 116.83478 -22.489267, 116.834956 -22.48915, 116.835189 -22.48915, 116.835557 -22.489404, 116.835557 -22.489621, 116.835259 -22.489696, 116.834731 -22.489755, 116.8347 -22.489755))"
Intersection 180,482561.42778276495,7513733.0336993635,5.0,3.0,32.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.830851 -22.483021, 116.830027 -22.482884, 116.829957 -22.482821, 116.829957 -22.482776, 116.830027 -22.482668, 116.830399 -22.482338, 116.830706 -22.482397, 116.830933 -22.482836, 116.830858 -22.483021, 116.830851 -22.483021))"
Intersection 181,484107.48167112475,7517193.401239985,3.0,3.0,32.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.84571 -22.451868, 116.845266 -22.451739, 116.845108 -22.451624, 116.845101 -22.451585, 116.845546 -22.451016, 116.845711 -22.450974, 116.84576 -22.450974, 116.845779 -22.451016, 116.845793 -22.451159, 116.845827 -22.451715, 116.845827 -22.45176, 116.845715 -22.451868, 116.84571 -22.451868))"
Intersection 182,491288.2687207005,7512573.872488097,4.0,3.0,32.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.915116 -22.493612, 116.915013 -22.493025, 116.915011 -22.492961, 116.915011 -22.492916, 116.915013 -22.492808, 116.915128 -22.492808, 116.915274 -22.492853, 116.915405 -22.49293, 116.915516 -22.493034, 116.91555 -22.493129, 116.91566 -22.493439, 116.915565 -22.493612, 116.915116 -22.493612))"
Intersection 183,515939.1571469799,7509783.305407171,4.0,3.0,32.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((117.155093 -22.51881, 117.154587 -22.518629, 117.154586 -22.518413, 117.154879 -22.518024, 117.1551 -22.51802, 117.155112 -22.518024, 117.155336 -22.518096, 117.155355 -22.518204, 117.155355 -22.518249, 117.155246 -22.518645, 117.155142 -22.51881, 117.155093 -22.51881))"
Intersection 184,515915.0748664475,7510247.029777404,4.0,3.0,32.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((117.154826 -22.514578, 117.154529 -22.514451, 117.15434 -22.514366, 117.15434 -22.51423, 117.154436 -22.513872, 117.15467 -22.513872, 117.154894 -22.513898, 117.155036 -22.513952, 117.155088 -22.514018, 117.15514 -22.514146, 117.155059 -22.514577, 117.154826 -22.514578))"
Intersection 186,481221.81536655355,7514184.20739953,2.0,3.0,31.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.817276 -22.478962, 116.81704 -22.478386, 116.81715 -22.478227, 116.817199 -22.478227, 116.817961 -22.478576, 116.817972 -22.478585, 116.817879 -22.478761, 116.817509 -22.478962, 116.817276 -22.478962))"
Intersection 187,480665.9668768806,7514519.9886821145,3.0,3.0,31.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.812079 -22.475932, 116.811787 -22.475921, 116.811788 -22.4758, 116.811934 -22.475167, 116.812104 -22.475063, 116.812133 -22.475091, 116.812182 -22.475181, 116.812216 -22.475258, 116.812264 -22.475439, 116.812312 -22.4758, 116.812312 -22.475932, 116.812079 -22.475932))"
Intersection 188,482314.59766715084,7514060.031694514,3.0,3.0,31.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.828052 -22.480201, 116.82787 -22.480109, 116.827695 -22.479856, 116.827696 -22.479639, 116.827822 -22.479476, 116.828383 -22.479408, 116.828548 -22.479561, 116.828507 -22.479671, 116.828069 -22.480186, 116.828052 -22.480201))"
Intersection 189,485934.9523424905,7513662.888020473,3.0,3.0,31.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.863401 -22.483833, 116.863202 -22.483814, 116.86296 -22.483214, 116.86296 -22.483107, 116.86342 -22.482928, 116.863451 -22.482957, 116.863485 -22.483034, 116.863484 -22.483711, 116.86345 -22.483788, 116.863435 -22.483814, 116.863401 -22.483833))"
Intersection 191,491018.2867622372,7512587.709647008,3.0,3.0,31.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.912794 -22.49343, 116.912454 -22.493385, 116.912337 -22.493366, 116.912226 -22.493339, 116.912226 -22.493122, 116.912746 -22.492716, 116.912843 -22.492671, 116.912877 -22.492671, 116.91296 -22.49278, 116.913032 -22.493213, 116.913031 -22.49343, 116.912794 -22.49343))"
Intersection 192,512647.5746428443,7510608.072609882,3.0,3.0,31.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((117.122546 -22.511204, 117.122527 -22.511019, 117.122541 -22.51087, 117.12259 -22.51075, 117.122624 -22.510748, 117.123124 -22.510738, 117.123358 -22.510738, 117.123418 -22.510986, 117.123418 -22.511203, 117.122546 -22.511204))"
Intersection 195,481384.343248622,7514161.4262318835,2.0,3.0,30.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.819025 -22.479262, 116.818687 -22.478897, 116.818687 -22.47868, 116.819143 -22.478365, 116.819191 -22.478365, 116.819308 -22.478457, 116.819308 -22.478473, 116.819258 -22.479263, 116.819025 -22.479262))"
Intersection 196,479282.5825091311,7515084.881027063,3.0,3.0,30.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.798531 -22.470892, 116.798332 -22.470839, 116.798317 -22.470291, 116.798317 -22.470074, 116.798401 -22.470074, 116.799049 -22.470255, 116.799049 -22.470472, 116.798531 -22.470892))"
Intersection 199,484693.74693640426,7513000.556249543,2.0,3.0,30.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.851501 -22.489726, 116.851419 -22.489695, 116.850755 -22.489409, 116.850739 -22.489378, 116.850755 -22.489193, 116.851045 -22.48903, 116.851278 -22.489031, 116.851502 -22.489148, 116.851584 -22.489541, 116.851531 -22.489726, 116.851501 -22.489726))"
Intersection 200,486228.15947496553,7513238.789823938,5.0,3.0,30.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((116.866329 -22.487616, 116.866164 -22.487553, 116.866005 -22.487462, 116.865707 -22.487164, 116.865707 -22.486947, 116.866184 -22.486812, 116.866232 -22.486812, 116.866335 -22.486978, 116.866494 -22.487508, 116.866494 -22.487553, 116.866433 -22.487616, 116.866329 -22.487616))"
Intersection 201,515446.32220719184,7509974.297879463,2.0,3.0,30.0,4.0,CENTERLINE_GRAPH,,"POLYGON ((117.150473 -22.517098, 117.149807 -22.516841, 117.14971 -22.516751, 117.150064 -22.516292, 117.15018 -22.516203, 117.150229 -22.516203, 117.150346 -22.516312, 117.15036 -22.516325, 117.150394 -22.516402, 117.150589 -22.516944, 117.150589 -22.516989, 117.150532 -22.517097, 117.150473 -22.517098))"
