INTERSECTION_NAME,INTERSECTION_X,INTERSECTION_Y,GRAPH_NODE_COUNT,MAX_GRAPH_DEGREE,BRANCH_COUNT,DIRECTION_GROUP_COUNT,geometry_wkt
Intersection 212,514971.7915647678,7511205.344186398,1,3,29,4,"POLYGON ((117.145793 -22.505944, 117.145256 -22.50581, 117.145176 -22.505625, 117.145433 -22.505159, 117.145602 -22.505055, 117.145632 -22.505082, 117.145861 -22.505565, 117.145959 -22.505791, 117.145959 -22.505836, 117.145793 -22.505944))"
Intersection 213,517503.539366808,7509924.167683478,1,3,29,4,"POLYGON ((117.169821 -22.51744, 117.16974 -22.517255, 117.169997 -22.516754, 117.170231 -22.516754, 117.170649 -22.517041, 117.170717 -22.51715, 117.170717 -22.517195, 117.170601 -22.517303, 117.169823 -22.51744, 117.169821 -22.51744))"
Intersection 214,482581.3248797514,7514197.633216516,3,3,28,4,"POLYGON ((116.830759 -22.478865, 116.830676 -22.478833, 116.830471 -22.478718, 116.830385 -22.478607, 116.830351 -22.47853, 116.830351 -22.478395, 116.830385 -22.478318, 116.830434 -22.478273, 116.830531 -22.478228, 116.830614 -22.478196, 116.830662 -22.478197, 116.830842 -22.478274, 116.830988 -22.478364, 116.831036 -22.478409, 116.830964 -22.478594, 116.830785 -22.478865, 116.830759 -22.478865))"
Intersection 215,484351.748002325,7518434.727855295,2,3,28,4,"POLYGON ((116.84789 -22.44065, 116.847572 -22.440397, 116.847572 -22.44018, 116.848022 -22.439806, 116.848221 -22.439848, 116.848221 -22.439883, 116.848123 -22.44065, 116.84789 -22.44065))"
Intersection 216,484977.0712519485,7512896.577220494,12,3,28,4,"POLYGON ((116.853685 -22.490632, 116.853435 -22.490345, 116.853438 -22.490339, 116.854058 -22.489852, 116.854291 -22.489853, 116.854292 -22.49039, 116.854291 -22.490479, 116.854174 -22.490587, 116.854076 -22.490632, 116.853685 -22.490632))"
Intersection 217,494029.3435983,7512591.402864551,1,3,28,4,"POLYGON ((116.941668 -22.493307, 116.941586 -22.493276, 116.941537 -22.493231, 116.941617 -22.49282, 116.941766 -22.49282, 116.942443 -22.493046, 116.942443 -22.493263, 116.941863 -22.493308, 116.941668 -22.493307))"
Intersection 218,505826.4346306962,7510253.851363059,1,3,28,4,"POLYGON ((117.056493 -22.514583, 117.056376 -22.514477, 117.056253 -22.514177, 117.056253 -22.51396, 117.05659 -22.51396, 117.057125 -22.514005, 117.057125 -22.514222, 117.056624 -22.514551, 117.056542 -22.514583, 117.056493 -22.514583))"
Intersection 219,505718.24359586753,7510262.309858197,1,3,28,4,"POLYGON ((117.055667 -22.514538, 117.055143 -22.514087, 117.055143 -22.51387, 117.055229 -22.51387, 117.056004 -22.513915, 117.056004 -22.514132, 117.055832 -22.514451, 117.055715 -22.514538, 117.055667 -22.514538))"
Intersection 220,512098.11238771264,7510875.135293074,4,3,28,4,"POLYGON ((117.117483 -22.508927, 117.117226 -22.508678, 117.117143 -22.50857, 117.117143 -22.508525, 117.117259 -22.508416, 117.117682 -22.508267, 117.117807 -22.508264, 117.118072 -22.50828, 117.118072 -22.508497, 117.117717 -22.508927, 117.117483 -22.508927))"
Intersection 221,515139.5421397614,7510959.166509387,2,3,28,4,"POLYGON ((117.147191 -22.50817, 117.146992 -22.5081, 117.146863 -22.507478, 117.147028 -22.507324, 117.147482 -22.507701, 117.147666 -22.507871, 117.147501 -22.508024, 117.147191 -22.50817))"
Intersection 222,485289.60800075857,7512626.687863442,10,4,27,4,"POLYGON ((116.857034 -22.493111, 116.856631 -22.493002, 116.856631 -22.49292, 116.856826 -22.49228, 116.856906 -22.492179, 116.856943 -22.49218, 116.857059 -22.492281, 116.857365 -22.492889, 116.857399 -22.492966, 116.857399 -22.493003, 116.857034 -22.493111))"
Intersection 223,514754.530093999,7509630.967661869,4,4,27,4,"POLYGON ((117.143314 -22.520054, 117.143149 -22.5199, 117.143115 -22.519525, 117.143114 -22.519474, 117.143314 -22.519448, 117.143893 -22.519778, 117.143894 -22.519994, 117.143767 -22.52004, 117.143314 -22.520054))"
Intersection 224,481759.47821518703,7511076.680292414,1,3,27,4,"POLYGON ((116.822502 -22.507048, 116.82246 -22.507042, 116.822337 -22.506895, 116.822232 -22.506559, 116.822312 -22.506374, 116.822315 -22.506374, 116.823141 -22.506555, 116.823141 -22.506772, 116.822502 -22.507048))"
Intersection 225,482073.9151739637,7513255.979419538,1,3,27,4,"POLYGON ((116.82535 -22.487351, 116.825319 -22.487166, 116.825529 -22.486666, 116.825762 -22.486667, 116.826177 -22.48691, 116.826213 -22.487095, 116.826165 -22.48714, 116.826082 -22.487171, 116.825401 -22.487351, 116.82535 -22.487351))"
Intersection 226,481927.50782504026,7515289.168781138,2,3,27,4,"POLYGON ((116.824307 -22.468921, 116.824161 -22.468875, 116.824093 -22.468767, 116.824045 -22.468677, 116.823948 -22.468405, 116.823948 -22.468392, 116.824147 -22.468329, 116.82466 -22.468569, 116.824764 -22.468677, 116.824764 -22.468723, 116.824647 -22.468831, 116.824355 -22.468921, 116.824307 -22.468921))"
Intersection 227,491367.9742535841,7512992.000959828,2,3,27,4,"POLYGON ((116.916329 -22.489758, 116.915616 -22.489592, 116.915533 -22.48956, 116.91551 -22.489539, 116.915616 -22.489375, 116.91629 -22.489156, 116.916462 -22.489258, 116.916494 -22.489605, 116.916329 -22.489758))"
Intersection 228,481372.94647533284,7512444.653594809,4,3,26,4,"POLYGON ((116.818927 -22.494662, 116.818845 -22.49463, 116.818811 -22.494598, 116.818796 -22.494585, 116.818714 -22.494418, 116.818617 -22.494101, 116.818617 -22.493948, 116.81885 -22.493948, 116.819226 -22.494445, 116.819225 -22.494662, 116.818927 -22.494662))"
Intersection 229,482378.73536525946,7511334.379352942,3,3,26,4,"POLYGON ((116.828783 -22.504745, 116.828495 -22.504689, 116.828422 -22.504606, 116.82839 -22.504494, 116.828366 -22.504396, 116.828521 -22.503959, 116.828555 -22.503883, 116.82857 -22.503869, 116.828754 -22.503959, 116.829013 -22.504562, 116.828928 -22.504746, 116.828783 -22.504745))"
Intersection 230,482363.5488593882,7511429.036897469,2,3,26,4,"POLYGON ((116.82857 -22.503871, 116.828058 -22.50357, 116.828058 -22.503353, 116.828668 -22.503205, 116.828901 -22.503206, 116.828901 -22.503372, 116.828803 -22.503872, 116.82857 -22.503871))"
Intersection 231,482743.84761104407,7511653.140491812,4,3,26,4,"POLYGON ((116.832043 -22.501722, 116.831927 -22.501704, 116.831849 -22.501677, 116.831732 -22.501569, 116.831732 -22.501523, 116.831815 -22.501415, 116.832413 -22.501245, 116.832647 -22.501246, 116.832647 -22.501389, 116.832643 -22.501479, 116.832513 -22.50166, 116.832398 -22.501691, 116.832238 -22.501723, 116.832043 -22.501722))"
Intersection 232,482456.2479431053,7511901.483217531,7,3,26,4,"POLYGON ((116.8294 -22.499713, 116.829387 -22.4997, 116.829338 -22.499655, 116.829256 -22.499488, 116.829223 -22.499301, 116.829256 -22.499082, 116.829339 -22.498915, 116.829388 -22.498824, 116.829437 -22.498779, 116.829464 -22.498754, 116.829629 -22.498907, 116.829552 -22.499701, 116.829539 -22.499713, 116.8294 -22.499713))"
Intersection 233,482682.20445599273,7513391.717133297,2,3,26,4,"POLYGON ((116.831557 -22.486209, 116.831258 -22.485731, 116.831258 -22.485515, 116.831917 -22.48547, 116.832014 -22.48547, 116.832013 -22.485687, 116.83179 -22.48621, 116.831557 -22.486209))"
Intersection 234,482431.8025513753,7513957.146414147,4,3,26,4,"POLYGON ((116.829249 -22.480941, 116.829137 -22.480909, 116.829104 -22.480896, 116.828987 -22.480787, 116.828973 -22.480774, 116.82889 -22.480652, 116.828876 -22.480575, 116.82889 -22.480381, 116.828925 -22.480304, 116.828928 -22.480301, 116.829124 -22.480381, 116.829531 -22.480689, 116.829696 -22.480843, 116.829672 -22.480865, 116.829623 -22.48091, 116.829541 -22.480942, 116.829249 -22.480941))"
Intersection 235,482782.41912388,7514126.367881444,4,3,26,4,"POLYGON ((116.832751 -22.47959, 116.832537 -22.479391, 116.832522 -22.479377, 116.83244 -22.479255, 116.832391 -22.479165, 116.832392 -22.478894, 116.83244 -22.478748, 116.832674 -22.478748, 116.832916 -22.479482, 116.832916 -22.479484, 116.832799 -22.47959, 116.832751 -22.47959))"
Intersection 236,483975.1274366672,7513503.1079611005,1,3,26,4,"POLYGON ((116.844098 -22.485139, 116.843789 -22.48475, 116.84379 -22.484534, 116.843973 -22.484534, 116.84465 -22.48458, 116.84465 -22.484796, 116.844332 -22.485139, 116.844098 -22.485139))"
Intersection 237,484130.5514707441,7518286.254025448,2,3,26,4,"POLYGON ((116.845851 -22.442006, 116.845818 -22.441976, 116.845508 -22.441687, 116.845459 -22.441596, 116.845459 -22.441551, 116.845508 -22.441461, 116.845591 -22.441339, 116.845639 -22.441294, 116.845737 -22.441249, 116.845819 -22.441217, 116.845868 -22.441217, 116.845984 -22.441304, 116.846016 -22.441853, 116.845851 -22.442006))"
Intersection 238,485607.44258338143,7512978.414834791,2,3,26,4,"POLYGON ((116.860041 -22.489945, 116.859678 -22.489779, 116.859634 -22.489594, 116.859682 -22.489549, 116.860071 -22.489278, 116.860217 -22.489188, 116.860349 -22.489111, 116.860397 -22.489111, 116.860465 -22.489219, 116.860483 -22.489293, 116.860221 -22.489852, 116.860105 -22.489915, 116.860041 -22.489945))"
Intersection 239,512564.00684285496,7511164.069708182,2,3,26,4,"POLYGON ((117.122168 -22.506281, 117.12207 -22.506236, 117.121939 -22.506159, 117.121891 -22.506114, 117.121856 -22.506037, 117.121823 -22.505908, 117.121928 -22.505714, 117.122055 -22.505689, 117.122264 -22.505702, 117.12241 -22.505748, 117.122527 -22.505856, 117.122527 -22.505901, 117.122239 -22.506281, 117.122168 -22.506281))"
Intersection 240,481376.38615758315,7514565.433798123,2,3,25,4,"POLYGON ((116.819098 -22.4756, 116.818821 -22.475387, 116.818773 -22.475342, 116.818724 -22.475252, 116.818724 -22.475053, 116.818739 -22.474995, 116.818836 -22.474785, 116.818871 -22.474783, 116.81907 -22.474785, 116.819215 -22.475447, 116.819215 -22.475492, 116.819105 -22.4756, 116.819098 -22.4756))"
Intersection 241,482045.7850006929,7511773.348734816,1,3,25,4,"POLYGON ((116.825336 -22.500812, 116.825219 -22.500725, 116.824977 -22.500161, 116.824977 -22.500156, 116.825094 -22.500053, 116.825191 -22.500053, 116.825823 -22.500234, 116.825905 -22.500266, 116.825954 -22.500311, 116.825917 -22.500496, 116.825385 -22.500812, 116.825336 -22.500812))"
Intersection 242,482197.4539188256,7511479.538507732,8,3,25,4,"POLYGON ((116.827131 -22.503343, 116.826537 -22.503207, 116.826515 -22.503022, 116.826529 -22.502842, 116.826629 -22.502719, 116.826755 -22.50268, 116.82739 -22.503127, 116.82739 -22.503344, 116.827131 -22.503343))"
Intersection 243,482214.0735898832,7514243.948485815,2,3,25,4,"POLYGON ((116.826787 -22.478454, 116.826706 -22.478346, 116.826706 -22.478301, 116.82674 -22.478224, 116.827178 -22.477637, 116.827204 -22.477613, 116.827377 -22.477714, 116.827406 -22.477922, 116.827406 -22.478139, 116.827279 -22.478346, 116.826822 -22.478454, 116.826787 -22.478454))"
Intersection 244,482152.51673346537,7514630.250552697,5,3,25,4,"POLYGON ((116.82662 -22.47501, 116.826598 -22.474989, 116.826079 -22.474325, 116.826064 -22.474248, 116.826113 -22.474203, 116.826244 -22.474217, 116.826327 -22.474249, 116.826909 -22.474656, 116.82694 -22.474684, 116.826797 -22.474913, 116.82662 -22.47501))"
Intersection 245,482633.5489176316,7514451.144424709,1,3,25,4,"POLYGON ((116.831539 -22.476472, 116.830836 -22.476426, 116.830833 -22.475995, 116.830957 -22.475848, 116.830998 -22.475842, 116.831136 -22.475925, 116.83167 -22.476287, 116.831703 -22.476318, 116.831588 -22.476472, 116.831539 -22.476472))"
Intersection 246,482850.66006252373,7514019.041301848,4,3,25,4,"POLYGON ((116.833393 -22.480573, 116.833216 -22.480476, 116.833019 -22.47984, 116.833022 -22.479798, 116.833184 -22.479686, 116.833319 -22.479812, 116.833528 -22.480051, 116.833527 -22.480313, 116.833498 -22.480386, 116.833464 -22.480462, 116.833415 -22.480553, 116.833393 -22.480573))"
Intersection 247,505773.05177544284,7510218.131309502,2,3,25,4,"POLYGON ((117.056007 -22.514719, 117.055813 -22.514674, 117.055681 -22.514597, 117.055633 -22.514552, 117.055599 -22.514475, 117.055599 -22.514456, 117.055798 -22.514398, 117.056493 -22.514366, 117.056542 -22.514366, 117.05661 -22.514475, 117.05663 -22.514546, 117.056624 -22.514551, 117.05643 -22.514687, 117.056347 -22.514719, 117.056007 -22.514719))"
Intersection 248,513403.9640293468,7511867.713832625,2,3,25,4,"POLYGON ((117.130212 -22.499945, 117.129954 -22.499377, 117.130051 -22.499269, 117.130066 -22.499255, 117.130085 -22.499237, 117.1301 -22.499224, 117.130119 -22.499224, 117.130299 -22.499255, 117.130651 -22.499553, 117.130688 -22.499661, 117.130688 -22.499706, 117.130652 -22.49977, 117.130446 -22.499944, 117.130212 -22.499945))"
Intersection 249,518253.2100380659,7510125.226414908,7,3,25,4,"POLYGON ((117.177469 -22.515728, 117.177435 -22.515722, 117.177304 -22.515419, 117.177288 -22.515245, 117.177288 -22.515065, 117.17732 -22.515004, 117.177336 -22.514974, 117.177419 -22.514852, 117.177439 -22.514833, 117.177586 -22.514851, 117.177599 -22.514869, 117.177618 -22.514929, 117.177668 -22.515651, 117.177668 -22.515722, 117.177469 -22.515728))"
Intersection 250,511952.8955130155,7511601.201585465,1,4,24,4,"POLYGON ((117.116007 -22.502446, 117.115956 -22.502261, 117.116165 -22.501615, 117.116398 -22.501614, 117.116461 -22.502052, 117.11617 -22.502369, 117.116121 -22.502414, 117.116039 -22.502446, 117.116007 -22.502446))"
Intersection 251,482678.13883819873,7512274.72858227,1,3,24,4,"POLYGON ((116.831613 -22.496166, 116.831482 -22.496089, 116.831467 -22.496076, 116.831205 -22.495831, 116.831205 -22.495802, 116.831321 -22.495723, 116.831594 -22.495654, 116.83171 -22.495633, 116.831759 -22.495633, 116.831827 -22.495654, 116.831876 -22.495742, 116.831875 -22.495968, 116.831792 -22.496089, 116.83171 -22.496166, 116.831613 -22.496166))"
Intersection 252,482517.57984028955,7514075.699665277,2,3,24,4,"POLYGON ((116.830125 -22.480039, 116.830009 -22.479952, 116.829718 -22.479343, 116.829718 -22.479298, 116.829805 -22.479189, 116.829835 -22.479189, 116.829966 -22.479266, 116.830111 -22.479357, 116.83022 -22.479427, 116.830279 -22.479482, 116.83034 -22.479615, 116.83034 -22.47975, 116.830291 -22.479931, 116.830174 -22.480039, 116.830125 -22.480039))"
Intersection 253,483711.43310546054,7513636.820074944,2,3,24,4,"POLYGON ((116.841592 -22.483845, 116.841378 -22.483646, 116.841364 -22.483632, 116.841233 -22.483465, 116.841233 -22.48342, 116.841349 -22.483357, 116.841415 -22.483328, 116.842036 -22.483493, 116.842049 -22.483601, 116.842049 -22.483647, 116.842036 -22.48371, 116.84182 -22.483813, 116.841738 -22.483845, 116.841592 -22.483845))"
Intersection 254,484208.0940061053,7518197.386681727,1,3,24,4,"POLYGON ((116.846643 -22.44279, 116.846527 -22.442703, 116.846062 -22.442158, 116.84609 -22.442094, 116.846158 -22.441986, 116.846207 -22.441986, 116.846435 -22.442108, 116.846838 -22.442348, 116.847003 -22.442456, 116.847003 -22.442501, 116.846692 -22.44279, 116.846643 -22.44279))"
Intersection 255,485786.8572744412,7513188.10529517,2,3,24,4,"POLYGON ((116.862017 -22.488033, 116.861517 -22.487567, 116.8614 -22.487459, 116.8614 -22.487413, 116.861503 -22.487305, 116.861517 -22.487305, 116.861951 -22.487498, 116.862037 -22.487608, 116.862119 -22.48773, 116.862216 -22.487956, 116.862216 -22.487969, 116.862017 -22.488033))"
Intersection 256,491053.7798227994,7513005.707376498,1,3,24,4,"POLYGON ((116.91283 -22.489604, 116.912631 -22.489594, 116.912631 -22.489527, 116.91268 -22.489347, 116.912845 -22.489193, 116.91286 -22.48918, 116.912957 -22.489135, 116.913088 -22.489103, 116.913234 -22.489103, 116.913429 -22.489148, 116.913429 -22.489365, 116.912865 -22.489594, 116.91283 -22.489604))"
Intersection 257,512646.8624731635,7510655.084300436,2,3,24,4,"POLYGON ((117.12259 -22.510739, 117.122589 -22.510599, 117.122624 -22.510522, 117.122672 -22.510432, 117.122721 -22.510386, 117.122852 -22.510309, 117.122964 -22.510296, 117.123046 -22.510309, 117.123129 -22.510341, 117.123144 -22.510354, 117.123309 -22.510508, 117.123323 -22.510521, 117.123358 -22.510598, 117.123358 -22.510739, 117.12259 -22.510739))"
Intersection 258,481682.4417482323,7511019.347367381,2,3,23,4,"POLYGON ((116.821474 -22.507448, 116.821474 -22.507231, 116.822168 -22.506961, 116.822266 -22.506961, 116.822382 -22.507025, 116.822382 -22.507069, 116.822265 -22.507178, 116.822007 -22.507326, 116.82191 -22.507371, 116.821827 -22.507403, 116.821682 -22.507448, 116.821474 -22.507448))"
Intersection 259,481391.19041772094,7513816.475441628,2,3,23,4,"POLYGON ((116.819235 -22.482376, 116.819118 -22.482267, 116.818779 -22.481635, 116.818779 -22.481589, 116.818954 -22.481491, 116.818978 -22.481513, 116.819124 -22.481694, 116.819221 -22.481829, 116.819318 -22.48201, 116.819352 -22.482087, 116.8194 -22.482268, 116.8194 -22.482281, 116.819283 -22.482376, 116.819235 -22.482376))"
Intersection 260,480091.6788672013,7514524.6700034775,3,3,23,4,"POLYGON ((116.806801 -22.475857, 116.806071 -22.47545, 116.806072 -22.475233, 116.80617 -22.475233, 116.806316 -22.475278, 116.806398 -22.47531, 116.806495 -22.475355, 116.806641 -22.475446, 116.806704 -22.475505, 116.806918 -22.475704, 116.806918 -22.475749, 116.806816 -22.475857, 116.806801 -22.475857))"
Intersection 261,481993.715814868,7513201.791339994,2,3,23,4,"POLYGON ((116.824623 -22.487847, 116.824507 -22.487771, 116.824507 -22.487739, 116.824638 -22.487572, 116.824736 -22.487482, 116.82493 -22.487346, 116.82511 -22.487225, 116.825207 -22.48718, 116.825304 -22.48718, 116.825421 -22.487267, 116.825421 -22.487288, 116.825304 -22.487396, 116.824672 -22.487847, 116.824623 -22.487847))"
Intersection 262,482307.3992674065,7511800.325159026,3,3,23,4,"POLYGON ((116.828149 -22.500529, 116.827879 -22.500331, 116.827767 -22.500227, 116.827699 -22.500074, 116.827685 -22.499816, 116.827734 -22.499771, 116.827779 -22.49974, 116.827817 -22.49974, 116.828384 -22.500377, 116.828358 -22.500432, 116.828149 -22.500529))"
Intersection 263,482086.4816285057,7514726.3425278105,1,3,23,4,"POLYGON ((116.82605 -22.474162, 116.825564 -22.473891, 116.825452 -22.473733, 116.825788 -22.473289, 116.826022 -22.473289, 116.826215 -22.474054, 116.826215 -22.474076, 116.826098 -22.474162, 116.82605 -22.474162))"
Intersection 264,482435.70531210746,7512303.273236897,3,3,23,4,"POLYGON ((116.828842 -22.495847, 116.828753 -22.495668, 116.82876 -22.495662, 116.829295 -22.495391, 116.829523 -22.495405, 116.829668 -22.49545, 116.829668 -22.495667, 116.828988 -22.495847, 116.828842 -22.495847))"
Intersection 265,482779.125016784,7514348.511134136,3,3,23,4,"POLYGON ((116.832636 -22.477532, 116.832248 -22.476861, 116.832248 -22.476843, 116.832365 -22.476753, 116.832414 -22.476753, 116.832496 -22.476785, 116.832559 -22.476843, 116.832802 -22.477069, 116.83287 -22.477223, 116.83287 -22.477532, 116.832636 -22.477532))"
Intersection 266,484526.624708388,7517755.4815918505,1,3,23,4,"POLYGON ((116.849734 -22.446781, 116.849535 -22.446739, 116.849342 -22.446117, 116.849342 -22.446072, 116.849458 -22.446009, 116.849523 -22.445979, 116.849701 -22.446145, 116.849866 -22.446298, 116.84988 -22.446375, 116.849866 -22.446524, 116.849817 -22.44666, 116.849783 -22.446736, 116.849734 -22.446781))"
Intersection 267,486347.04831381276,7512486.36689586,9,3,23,4,"POLYGON ((116.867446 -22.494398, 116.86725 -22.494291, 116.86719 -22.494236, 116.867081 -22.494058, 116.866984 -22.493832, 116.866984 -22.493614, 116.867217 -22.493614, 116.867611 -22.494245, 116.867489 -22.494393, 116.867446 -22.494398))"
Intersection 268,494588.52476764115,7512505.653621184,4,3,23,4,"POLYGON ((116.947534 -22.494086, 116.947323 -22.49404, 116.947096 -22.493988, 116.946933 -22.493865, 116.946888 -22.493824, 116.947015 -22.49368, 116.947053 -22.49367, 116.947828 -22.49377, 116.947828 -22.493987, 116.94776 -22.494033, 116.947534 -22.494086))"
Intersection 269,486699.9275185399,7513133.632327932,2,3,23,4,"POLYGON ((116.870897 -22.488388, 116.870495 -22.488245, 116.87028 -22.488085, 116.870232 -22.488039, 116.870223 -22.488031, 116.870363 -22.4879, 116.870388 -22.487878, 116.871174 -22.488203, 116.87118 -22.488208, 116.871092 -22.488388, 116.870897 -22.488388))"
Intersection 270,512027.1791594676,7510855.433063056,1,3,23,4,"POLYGON ((117.11656 -22.50907, 117.11656 -22.508977, 117.116608 -22.508841, 117.116642 -22.508765, 117.116657 -22.508751, 117.116773 -22.508643, 117.116788 -22.508629, 117.116919 -22.508552, 117.117114 -22.508462, 117.117259 -22.508416, 117.117262 -22.508416, 117.117376 -22.508525, 117.117376 -22.50857, 117.11726 -22.508678, 117.116793 -22.50907, 117.11656 -22.50907))"
Intersection 271,515456.43352374865,7509833.120335027,2,3,23,4,"POLYGON ((117.149869 -22.518182, 117.149869 -22.517965, 117.150542 -22.517676, 117.150619 -22.517694, 117.150736 -22.517757, 117.150736 -22.517802, 117.150605 -22.517969, 117.15059 -22.517983, 117.150474 -22.518091, 117.150231 -22.518182, 117.149869 -22.518182))"
Intersection 272,513054.98933926516,7511003.0360319065,8,3,23,4,"POLYGON ((117.126646 -22.507824, 117.126541 -22.50763, 117.126962 -22.507072, 117.12712 -22.506957, 117.127161 -22.506995, 117.127195 -22.507072, 117.127258 -22.507239, 117.127244 -22.507343, 117.127232 -22.50743, 117.127183 -22.507475, 117.127016 -22.5076, 117.126821 -22.507736, 117.126694 -22.507802, 117.126646 -22.507824))"
Intersection 273,512801.9657242652,7511697.342661703,2,3,23,4,"POLYGON ((117.124691 -22.501491, 117.124083 -22.50113, 117.124083 -22.500913, 117.124253 -22.500868, 117.124448 -22.500868, 117.124594 -22.500913, 117.12471 -22.501021, 117.124759 -22.501111, 117.124808 -22.501247, 117.124808 -22.501382, 117.124721 -22.501491, 117.124691 -22.501491))"
Intersection 274,518390.40245147434,7510255.859688976,4,3,23,4,"POLYGON ((117.178522 -22.514449, 117.178407 -22.514294, 117.178973 -22.513767, 117.179018 -22.513725, 117.179173 -22.513843, 117.179183 -22.513878, 117.179139 -22.513992, 117.179063 -22.514111, 117.178799 -22.514327, 117.178653 -22.514417, 117.178571 -22.514449, 117.178522 -22.514449))"
Intersection 275,511996.83945658925,7510787.878943077,2,5,22,4,"POLYGON ((117.116512 -22.509767, 117.116337 -22.509492, 117.1163 -22.509396, 117.116336 -22.509275, 117.116373 -22.50919, 117.116594 -22.5089, 117.116612 -22.508883, 117.116793 -22.508977, 117.116968 -22.509275, 117.116969 -22.509492, 117.116745 -22.509767, 117.116512 -22.509767))"
Intersection 276,481460.5893721342,7513628.8153848825,2,3,22,4,"POLYGON ((116.82001 -22.484048, 116.819831 -22.483926, 116.819782 -22.483881, 116.819674 -22.483765, 116.819588 -22.483654, 116.819505 -22.483533, 116.819457 -22.483397, 116.819457 -22.483307, 116.81963 -22.483206, 116.819656 -22.48323, 116.820127 -22.483895, 116.820127 -22.48394, 116.820045 -22.484048, 116.82001 -22.484048))"
Intersection 277,481849.44100053294,7511360.958021002,2,3,22,4,"POLYGON ((116.823192 -22.504468, 116.823102 -22.504291, 116.82311 -22.504283, 116.823777 -22.503755, 116.823825 -22.503755, 116.823942 -22.503836, 116.823942 -22.503864, 116.823686 -22.504222, 116.823567 -22.504302, 116.823421 -22.504392, 116.823324 -22.504437, 116.823241 -22.504468, 116.823192 -22.504468))"
Intersection 278,481926.6303881296,7511425.793011022,5,3,22,4,"POLYGON ((116.824008 -22.503802, 116.823855 -22.503683, 116.823844 -22.503648, 116.823858 -22.503593, 116.823988 -22.503412, 116.824098 -22.503322, 116.824331 -22.503322, 116.82473 -22.503395, 116.82473 -22.503612, 116.824008 -22.503802))"
Intersection 279,484202.589246961,7517154.887434974,2,3,22,4,"POLYGON ((116.846116 -22.452095, 116.846116 -22.451878, 116.846566 -22.451491, 116.846799 -22.451491, 116.846799 -22.451625, 116.84675 -22.451761, 116.846716 -22.451838, 116.846701 -22.451851, 116.846487 -22.45205, 116.846473 -22.452063, 116.84639 -22.452095, 116.846116 -22.452095))"
Intersection 280,494796.9038828342,7512585.3630070975,2,3,22,4,"POLYGON ((116.949494 -22.493446, 116.949315 -22.493369, 116.949251 -22.49331, 116.949169 -22.493233, 116.949135 -22.493156, 116.949135 -22.492824, 116.949368 -22.492824, 116.949744 -22.493229, 116.949744 -22.493446, 116.949494 -22.493446))"
Intersection 281,515484.0955773451,7509680.866735698,2,3,22,4,"POLYGON ((117.150194 -22.519627, 117.150194 -22.51941, 117.150798 -22.518975, 117.150963 -22.519128, 117.150801 -22.519351, 117.150636 -22.519505, 117.150587 -22.51955, 117.150281 -22.519627, 117.150194 -22.519627))"
Intersection 282,515067.0278632919,7509998.45454152,2,3,22,4,"POLYGON ((117.14668 -22.516875, 117.146598 -22.516843, 117.146403 -22.516753, 117.14632 -22.516677, 117.146272 -22.516586, 117.146271 -22.51627, 117.146368 -22.516073, 117.146402 -22.516058, 117.146602 -22.516073, 117.146763 -22.51669, 117.146715 -22.516875, 117.14668 -22.516875))"
Intersection 283,513420.04567207105,7510436.883142907,1,3,22,4,"POLYGON ((117.130876 -22.512778, 117.130681 -22.512733, 117.130535 -22.512688, 117.130453 -22.512657, 117.130258 -22.512566, 117.130146 -22.512508, 117.130015 -22.512431, 117.130013 -22.512429, 117.130029 -22.512354, 117.130097 -22.512246, 117.130146 -22.512246, 117.130909 -22.512548, 117.130958 -22.512593, 117.130899 -22.512778, 117.130876 -22.512778))"
Intersection 284,513038.02176417015,7510832.331620761,3,3,22,4,"POLYGON ((117.126621 -22.509372, 117.126516 -22.509178, 117.126574 -22.508528, 117.126807 -22.508528, 117.126954 -22.508638, 117.127031 -22.508725, 117.127031 -22.508942, 117.126954 -22.509328, 117.126621 -22.509372))"
Intersection 285,514935.5115217455,7511168.211912896,1,3,22,4,"POLYGON ((117.145179 -22.506322, 117.14508 -22.50623, 117.145031 -22.50614, 117.144948 -22.505973, 117.144948 -22.505792, 117.145113 -22.505638, 117.145128 -22.505625, 117.145225 -22.50558, 117.145307 -22.505548, 117.145404 -22.505548, 117.145501 -22.50572, 117.145343 -22.506168, 117.145179 -22.506322))"
Intersection 286,517669.166221691,7510108.12711233,1,3,22,4,"POLYGON ((117.171471 -22.515721, 117.171357 -22.515613, 117.171357 -22.515568, 117.171474 -22.515459, 117.171877 -22.515129, 117.172076 -22.515161, 117.172154 -22.515368, 117.172154 -22.515585, 117.171474 -22.515721, 117.171471 -22.515721))"
Intersection 287,515690.710022477,7510286.13885874,1,3,22,4,"POLYGON ((117.152949 -22.514114, 117.152125 -22.513889, 117.152125 -22.513672, 117.152497 -22.513656, 117.152719 -22.513724, 117.152983 -22.513884, 117.153031 -22.513929, 117.152952 -22.514114, 117.152949 -22.514114))"
Intersection 288,482550.2889354088,7515347.303832714,1,4,21,4,"POLYGON ((116.830337 -22.468419, 116.830266 -22.468367, 116.829968 -22.468089, 116.830133 -22.467936, 116.830626 -22.467898, 116.830675 -22.467898, 116.830743 -22.468006, 116.830775 -22.468066, 116.830499 -22.468367, 116.830337 -22.468419))"
